metabolite_id	metabolite_name	metabolite_formula
m_000_02711c	perillic acid	C10H14O2
m_000_02711m	perillic acid	C10H14O2
m_000_02712c	perillyl alcohol	C10H16O
m_000_02712s	perillyl alcohol	C10H16O
m_000_02713c	perillyl aldehyde	C10H14O
m_000_02713m	perillyl aldehyde	C10H14O
m_000_02714c	peroxynitrite	NO3
m_000_02715m	PG-CL pool	C8H13O10PR2
m_000_02716c	PGH3	C20H30O5
m_000_02716n	PGH3	C20H30O5
m_000_02717m	PGP-CL pool	C8H14O13P2R2
m_000_02718c	phenethylamine	C8H11N
m_000_02719c	phenylacetaldehyde	C8H8O
m_000_02719m	phenylacetaldehyde	C8H8O
m_000_02720c	phenylacetate	C8H8O2
m_000_02720m	phenylacetate	C8H8O2
m_000_02721c	phenylacetyl-CoA	C29H42N7O17P3S
m_000_02722c	phenylacetylglutamine	C13H16N2O4
m_000_02722s	phenylacetylglutamine	C13H16N2O4
m_000_02723c	phenylacetylglycine	C10H11NO3
m_000_02723s	phenylacetylglycine	C10H11NO3
m_000_02724c	phenylalanine	C9H11NO2
m_000_02724l	phenylalanine	C9H11NO2
m_000_02724m	phenylalanine	C9H11NO2
m_000_02724s	phenylalanine	C9H11NO2
m_000_02725c	phenylpyruvate	C9H8O3
m_000_02726c	phosphatidate-bile-PC pool	C5H7O8PR2
m_000_02727m	phosphatidate-CL pool	C5H7O8PR2
m_000_02728c	phosphatidate-LD-PC pool	C5H7O8PR2
m_000_02728g	phosphatidate-LD-PC pool	C5H7O8PR2
m_000_02728r	phosphatidate-LD-PC pool	C5H7O8PR2
m_000_02729c	phosphatidate-LD-PE pool	C5H7O8PR2
m_000_02730c	phosphatidate-LD-PI pool	C5H7O8PR2
m_000_02731c	phosphatidate-LD-PS pool	C5H7O8PR2
m_000_02732c	phosphatidate-LD-SM pool	C5H7O8PR2
m_000_02733c	phosphatidate-LD-TAG pool	C5H7O8PR2
m_000_02733r	phosphatidate-LD-TAG pool	C5H7O8PR2
m_000_02734c	phosphatidylinositol-3,4,5-trisphosphate	C11H20O22P4R2
m_000_02734n	phosphatidylinositol-3,4,5-trisphosphate	C11H20O22P4R2
m_000_02735c	phosphatidylinositol-3,5-bisphosphate	C11H19O19P3R2
m_000_02735r	phosphatidylinositol-3,5-bisphosphate	C11H19O19P3R2
m_000_02736c	phosphatidylinositol-4,5-bisphosphate	C11H19O19P3R2
m_000_02736n	phosphatidylinositol-4,5-bisphosphate	C11H19O19P3R2
m_000_02737c	phospho-[beta adrenergic receptor]	C4H7N2O6PR2
m_000_02738c	phosphocholine	C5H15NO4P
m_000_02738g	phosphocholine	C5H15NO4P
m_000_02738l	phosphocholine	C5H15NO4P
m_000_02739c	phosphodimethylethanolamine	C4H12NO4P
m_000_02740s	phospholipids extracellular pool	C5H6O8PR3
m_000_02741c	phosphopantetheine	C11H23N2O7PS
m_000_02741m	phosphopantetheine	C11H23N2O7PS
m_000_02742c	phosphoprotein	
m_000_02743c	phosphorhodopsin	
m_000_02744c	phylloquinone	C31H46O2
m_000_02744s	phylloquinone	C31H46O2
m_000_02745c	physeteric acid	C14H26O2
m_000_02745l	physeteric acid	C14H26O2
m_000_02745r	physeteric acid	C14H26O2
m_000_02745s	physeteric acid	C14H26O2
m_000_02746c	phytanic acid	C20H40O2
m_000_02746p	phytanic acid	C20H40O2
m_000_02746s	phytanic acid	C20H40O2
m_000_02747c	phytanoyl-CoA	C41H74N7O17P3S
m_000_02747p	phytanoyl-CoA	C41H74N7O17P3S
m_000_02748c	phytoceramide pool	C19H38NO4R
m_000_02749c	phytosphingosine	C18H39NO3
m_000_02750c	PI pool	C11H17O13PR2
m_000_02750g	PI pool	C11H17O13PR2
m_000_02750l	PI pool	C11H17O13PR2
m_000_02750n	PI pool	C11H17O13PR2
m_000_02750r	PI pool	C11H17O13PR2
m_000_02751c	Pi	H3PO4
m_000_02751g	Pi	H3PO4
m_000_02751l	Pi	H3PO4
m_000_02751m	Pi	H3PO4
m_000_02751n	Pi	H3PO4
m_000_02751p	Pi	H3PO4
m_000_02751r	Pi	H3PO4
m_000_02751s	Pi	H3PO4
m_000_02752c	picolinic acid	C6H5NO2
m_000_02753c	plasminogen	
m_000_02753l	plasminogen	
m_000_02753s	plasminogen	
m_000_02754c	PNP	C6H5NO3
m_000_02754s	PNP	C6H5NO3
m_000_02755c	polynucleotide	C10H17O10PR2(C5H8O6PR)n
m_000_02756c	porphobilinogen	C10H14N2O4
m_000_02757c	PPARA	
m_000_02757l	PPARA	
m_000_02757n	PPARA	
m_000_02758c	PPE-NME2-LD pool	C9H16NO8PR2
m_000_02759c	PPi	H4O7P2
m_000_02759m	PPi	H4O7P2
m_000_02759n	PPi	H4O7P2
m_000_02759p	PPi	H4O7P2
m_000_02759r	PPi	H4O7P2
m_000_02759s	PPi	H4O7P2
m_000_02760c	pregn-5-ene-3,20-dione	C21H30O2
m_000_02761c	pregn-5-ene-3,20-dione-17-ol	C21H30O3
m_000_02762c	pregnenolone sulfate	C21H32O5S
m_000_02762r	pregnenolone sulfate	C21H32O5S
m_000_02763c	pregnenolone	C21H32O2
m_000_02763m	pregnenolone	C21H32O2
m_000_02763r	pregnenolone	C21H32O2
m_000_02764c	presqualene-PP	C30H52O7P2
m_000_02765c	previtamin D3	C27H44O
m_000_02766p	pristanic acid	C19H38O2
m_000_02767c	procollagen-5-hydroxy-L-lysine	C7H13N3O3R2
m_000_02768c	procollagen-L-lysine	C7H13N3O2R2
m_000_02769c	progesterone	C21H30O2
m_000_02769r	progesterone	C21H30O2
m_000_02769s	progesterone	C21H30O2
m_000_02770c	proline	C5H9NO2
m_000_02770l	proline	C5H9NO2
m_000_02770m	proline	C5H9NO2
m_000_02770s	proline	C5H9NO2
m_000_02771c	propane-1,2-diol	C3H8O2
m_000_02772c	propanoate	C3H6O2
m_000_02772m	propanoate	C3H6O2
m_000_02772p	propanoate	C3H6O2
m_000_02772s	propanoate	C3H6O2
m_000_02773c	propanoyl-[ACP]	C3H5OSR
m_000_02774c	propanoyl-CoA	C24H40N7O17P3S
m_000_02774m	propanoyl-CoA	C24H40N7O17P3S
m_000_02774p	propanoyl-CoA	C24H40N7O17P3S
m_000_02775c	propinol adenylate	C13H18N5O8P
m_000_02775m	propinol adenylate	C13H18N5O8P
m_000_02776c	prostaglandin A1	C20H32O4
m_000_02776s	prostaglandin A1	C20H32O4
m_000_02777c	prostaglandin A2	C20H30O4
m_000_02777s	prostaglandin A2	C20H30O4
m_000_02778c	prostaglandin B1	C20H32O4
m_000_02778s	prostaglandin B1	C20H32O4
m_000_02779c	prostaglandin B2	C20H30O4
m_000_02779s	prostaglandin B2	C20H30O4
m_000_02780c	prostaglandin C1	C20H32O4
m_000_02780s	prostaglandin C1	C20H32O4
m_000_02781c	prostaglandin C2	C20H30O4
m_000_02781s	prostaglandin C2	C20H30O4
m_000_02782c	prostaglandin D1	C20H34O5
m_000_02782s	prostaglandin D1	C20H34O5
m_000_02783c	prostaglandin D2	C20H32O5
m_000_02783r	prostaglandin D2	C20H32O5
m_000_02783s	prostaglandin D2	C20H32O5
m_000_02784c	prostaglandin D3	C20H30O5
m_000_02784s	prostaglandin D3	C20H30O5
m_000_02785c	prostaglandin E1	C20H34O5
m_000_02785s	prostaglandin E1	C20H34O5
m_000_02786c	prostaglandin E2	C20H32O5
m_000_02786r	prostaglandin E2	C20H32O5
m_000_02786s	prostaglandin E2	C20H32O5
m_000_02787c	prostaglandin E3	C20H30O5
m_000_02787n	prostaglandin E3	C20H30O5
m_000_02787s	prostaglandin E3	C20H30O5
m_000_02788c	prostaglandin F1alpha	C20H36O5
m_000_02788s	prostaglandin F1alpha	C20H36O5
m_000_02789c	prostaglandin F2alpha	C20H34O5
m_000_02789s	prostaglandin F2alpha	C20H34O5
m_000_02790c	prostaglandin F2beta	C20H34O5
m_000_02790s	prostaglandin F2beta	C20H34O5
m_000_02791c	prostaglandin G1	C20H34O6
m_000_02791r	prostaglandin G1	C20H34O6
m_000_02792c	prostaglandin G2	C20H32O6
m_000_02792r	prostaglandin G2	C20H32O6
m_000_02792s	prostaglandin G2	C20H32O6
m_000_02793c	prostaglandin H1	C20H34O5
m_000_02793r	prostaglandin H1	C20H34O5
m_000_02794c	prostaglandin H2	C20H32O5
m_000_02794r	prostaglandin H2	C20H32O5
m_000_02794s	prostaglandin H2	C20H32O5
m_000_02795c	prostaglandin I2	C20H32O5
m_000_02795r	prostaglandin I2	C20H32O5
m_000_02795s	prostaglandin I2	C20H32O5
m_000_02796c	prostaglandin J2	C20H30O4
m_000_02796r	prostaglandin J2	C20H30O4
m_000_02797c	prostaglandin-PGB2-glyceryl ester	C23H36O6
m_000_02798c	prostaglandin-PGE2-1-glyceryl ester	C23H38O7
m_000_02799c	prostaglandin-PGE2-3-glyceryl ester	C23H38O7
m_000_02800c	prostaglandin-PGE2-glyceryl ester	C23H38O7
m_000_02801c	protamine	
m_000_02802c	prothrombin	
m_000_02802l	prothrombin	
m_000_02802s	prothrombin	
m_000_02803c	protoporphyrin	C34H34N4O4
m_000_02803m	protoporphyrin	C34H34N4O4
m_000_02804c	protoporphyrinogen IX	C34H40N4O4
m_000_02804m	protoporphyrinogen IX	C34H40N4O4
m_000_02805c	provitamin D3	C27H44O
m_000_02806c	PRPP	C5H13O14P3
m_000_02806s	PRPP	C5H13O14P3
m_000_02807c	pseudouridine-5-phosphate	C9H13N2O9P
m_000_02808c	PS-LD pool	C8H12NO10PR2
m_000_02808l	PS-LD pool	C8H12NO10PR2
m_000_02808r	PS-LD pool	C8H12NO10PR2
m_000_02809c	psychosine sulfate	C24H47NO10S
m_000_02810c	psychosine	C24H47NO7
m_000_02810l	psychosine	C24H47NO7
m_000_02811c	putreanine	C7H16N2O2
m_000_02812c	putrescine	C4H12N2
m_000_02812m	putrescine	C4H12N2
m_000_02812p	putrescine	C4H12N2
m_000_02812s	putrescine	C4H12N2
m_000_02813c	pyridoxal	C8H9NO3
m_000_02813s	pyridoxal	C8H9NO3
m_000_02814c	pyridoxal-phosphate	C8H10NO6P
m_000_02814s	pyridoxal-phosphate	C8H10NO6P
m_000_02815c	pyridoxamine	C8H12N2O2
m_000_02815s	pyridoxamine	C8H12N2O2
m_000_02816c	pyridoxamine-phosphate	C8H13N2O5P
m_000_02817c	pyridoxine	C8H11NO3
m_000_02817s	pyridoxine	C8H11NO3
m_000_02818c	pyridoxine-phosphate	C8H12NO6P
m_000_02819c	pyruvate	C3H4O3
m_000_02819m	pyruvate	C3H4O3
m_000_02819p	pyruvate	C3H4O3
m_000_02819s	pyruvate	C3H4O3
m_000_02820c	queuine	C12H15N5O3
m_000_02821c	quinidine	C20H24N2O2
m_000_02821s	quinidine	C20H24N2O2
m_000_02822c	quinolinate	C7H5NO4
m_000_02823c	quinonoid dihydrobiopterin	C9H13N5O3
m_000_02823n	quinonoid dihydrobiopterin	C9H13N5O3
m_000_02824c	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate	C26H36O9
m_000_02824r	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate	C26H36O9
m_000_02825c	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate	C28H40O9
m_000_02825r	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate	C28H40O9
m_000_02826c	rac-5,6-epoxy-retinoyl-beta-D-glucuronide	C26H36O9
m_000_02826r	rac-5,6-epoxy-retinoyl-beta-D-glucuronide	C26H36O9
m_000_02827c	reduced adrenal ferredoxin	
m_000_02828c	reduced ferredoxin	
m_000_02828m	reduced ferredoxin	
m_000_02829c	reduced vitamin K	C11H9O2R
m_000_02832c	retinal	C20H28O
m_000_02832r	retinal	C20H28O
m_000_02833c	retinoate	C20H28O2
m_000_02833r	retinoate	C20H28O2
m_000_02833s	retinoate	C20H28O2
m_000_02834c	retinol	C20H30O
m_000_02834r	retinol	C20H30O
m_000_02834s	retinol	C20H30O
m_000_02835c	retinoyl-CoA	C41H62N7O17P3S
m_000_02836c	retinoyl-glucuronide	C26H36O8
m_000_02836r	retinoyl-glucuronide	C26H36O8
m_000_02836s	retinoyl-glucuronide	C26H36O8
m_000_02837s	retinyl palmitate	
m_000_02838c	retinyl-ester	C21H29O2R
m_000_02839c	reverse triiodthyronine	C15H12I3NO4
m_000_02839r	reverse triiodthyronine	C15H12I3NO4
m_000_02839s	reverse triiodthyronine	C15H12I3NO4
m_000_02840c	rhodopsin	C20H28R
m_000_02841c	ribitol	C5H12O5
m_000_02841s	ribitol	C5H12O5
m_000_02842c	riboflavin	C17H20N4O6
m_000_02842s	riboflavin	C17H20N4O6
m_000_02843c	ribose	C5H10O5
m_000_02843s	ribose	C5H10O5
m_000_02844c	ribose-1-phosphate	C5H11O8P
m_000_02845c	ribose-5-phosphate	C5H11O8P
m_000_02845r	ribose-5-phosphate	C5H11O8P
m_000_02846c	ribulose-5-phosphate	C5H11O8P
m_000_02846r	ribulose-5-phosphate	C5H11O8P
m_000_02847c	RNA	C10H18O13P2R2(C5H8O6PR)n
m_000_02848c	RNA-3-terminal-phosphate	C10H18O13P2R2(C5H8O6PR)n
m_000_02849c	RNA-terminal-2,3-cyclic-phosphate	C10H16O12P2R2(C5H8O6PR)n
m_000_02850c	S-(1,2-dichlorovinyl)glutathione	C12H17Cl2N3O6S
m_000_02851c	S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione	C30H51N3O10S
m_000_02852c	S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione	C30H49N3O10S
m_000_02853c	S-(2,2-dichloro-1-hydroxy)ethyl glutathione	C12H19Cl2N3O7S
m_000_02854c	S-(2-chloroacetyl)glutathione	C12H18ClN3O7S
m_000_02855c	S-(2-hydroxyethyl)glutathione	C12H21N3O7S
m_000_02856m	S-(2-methylbutanoyl)-dihydrolipoamide	C13H25NO2S2
m_000_02857m	S-(2-methylpropanoyl)-dihydrolipoamide	C12H23NO2S2
m_000_02858m	S-(3-methylbutanoyl)-dihydrolipoamide	C13H25NO2S2
m_000_02859c	S-(9-deoxy-delta12-PGD2)-glutathione	C30H49N3O10S
m_000_02860c	S-(9-deoxy-delta9,12-PGD2)-glutathione	C30H47N3O10S
m_000_02861c	S-(formylmethyl)glutathione	C12H19N3O7S
m_000_02862c	S-(PGA1)-glutathione	C30H49N3O10S
m_000_02863c	S-(PGA2)-glutathione	C30H47N3O10S
m_000_02864c	S-(PGJ2)-glutathione	C30H47N3O10S
m_000_02865c	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate	C9H12N2O5S
m_000_02866c	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione	C16H23N5O8S
m_000_02867c	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine	C9H13N3O4S
m_000_02868m	saccharopine	C11H20N2O6
m_000_02869m	S-acetyldihydrolipoamide	C10H19NO2S2
m_000_02870c	S-adenosylmethioninamine	C14H23N6O3S
m_000_02871c	SAH	C14H20N6O5S
m_000_02871m	SAH	C14H20N6O5S
m_000_02871n	SAH	C14H20N6O5S
m_000_02871r	SAH	C14H20N6O5S
m_000_02872c	SAICAR	C13H19N4O12P
m_000_02873c	salsoline	C11H15NO2
m_000_02874c	salsoline-1-carboxylate	C12H15NO4
m_000_02875c	salsolinol	C10H13NO2
m_000_02876c	salsolinol-1-carboxylate	C11H13NO4
m_000_02877c	SAM	C15H22N6O5S
m_000_02877m	SAM	C15H22N6O5S
m_000_02877n	SAM	C15H22N6O5S
m_000_02877r	SAM	C15H22N6O5S
m_000_02878m	S-aminomethyldihydrolipoamide	C9H20N2OS2
m_000_02879m	S-aminomethyldihydrolipoylprotein	C9H19N2OS2R
m_000_02880c	sarcosine	C3H7NO2
m_000_02880m	sarcosine	C3H7NO2
m_000_02880p	sarcosine	C3H7NO2
m_000_02880s	sarcosine	C3H7NO2
m_000_02881c	se-adenosyl-L-selenohomocysteine	C14H20N6O5Se
m_000_02881n	se-adenosyl-L-selenohomocysteine	C14H20N6O5Se
m_000_02882c	se-adenosylselenomethionine	C15H23N6O5Se
m_000_02882n	se-adenosylselenomethionine	C15H23N6O5Se
m_000_02883c	sedoheptulose-1,7-bisphosphate	C7H16O13P2
m_000_02884c	sedoheptulose-7-phosphate	C7H15O10P
m_000_02885c	selenate	H2SeO4
m_000_02885s	selenate	H2SeO4
m_000_02886c	selenide	H2Se
m_000_02887c	selenite	SeO3
m_000_02888c	selenocystathionine	C7H14N2O4Se
m_000_02889c	selenocysteine	C3H7NO2Se
m_000_02890c	selenohomocysteine	C4H9NO2Se
m_000_02891c	selenomethionine	C5H11NO2Se
m_000_02892c	selenomethionine-se-oxide	C5H11NO3Se
m_000_02893c	selenomethionyl-tRNA(met)	C20H30N6O11PSeR(C5H8O6PR)n
m_000_02894c	selenophosphate	H3PO3Se
m_000_02895c	se-methyl-L-selenocysteine	C4H9NO2Se
m_000_02896c	serine	C3H7NO3
m_000_02896l	serine	C3H7NO3
m_000_02896m	serine	C3H7NO3
m_000_02896p	serine	C3H7NO3
m_000_02896s	serine	C3H7NO3
m_000_02897c	serotonin	C10H12N2O
m_000_02897s	serotonin	C10H12N2O
m_000_02898c	S-farnesyl-protein	C26H39N5O6SR4(C2H2NOR)n
m_000_02899m	S-glutaryldihydrolipoamide	C13H23NO4S2
m_000_02900c	S-glutathionyl-2-4-dinitrobenzene	C16H19N5O10S
m_000_02900s	S-glutathionyl-2-4-dinitrobenzene	C16H19N5O10S
m_000_02901c	S-glutathionyl-ethacrynic acid	
m_000_02901s	S-glutathionyl-ethacrynic acid	
m_000_02902c	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	C73H121N4O44R
m_000_02902g	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	C73H121N4O44R
m_000_02902s	sialyl(1,3)-sialyl(2,6)-galactosylgloboside	C73H121N4O44R
m_000_02903c	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	C73H123N4O44R
m_000_02903g	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	C73H123N4O44R
m_000_02903s	sialyl(2,3)-sialyl(2,6)-galactosylgloboside	C73H123N4O44R
m_000_02904c	sialyl-3-paragloboside	C56H96N3O31R
m_000_02904g	sialyl-3-paragloboside	C56H96N3O31R
m_000_02905g	sialyl-galactosylgloboside	C62H106N3O36R
m_000_02906g	sialyl-T antigen	C25H41N2O19R
m_000_02907c	sialyl-Tn antigen	C19H30N2O13X
m_000_02907g	sialyl-Tn antigen	C19H30N2O13X
m_000_02907s	sialyl-Tn antigen	C19H30N2O13X
m_000_02908c	SM pool	C24H49N2O6PR
m_000_02908g	SM pool	C24H49N2O6PR
m_000_02908l	SM pool	C24H49N2O6PR
m_000_02908r	SM pool	C24H49N2O6PR
m_000_02909s	SMCFA-blood-pool	CHO2R
m_000_02910c	S-methyl-5-thio-D-ribulose-1-phosphate	C6H13O7PS
m_000_02911c	sn-glycero-3-phospho-1-inositol	C9H19O11P
m_000_02912c	sn-glycerol-3-PC	C8H21NO6P
m_000_02913c	sn-glycerol-3-PE	C5H14NO6P
m_000_02914c	sn-glycerol-3-phosphate	C3H9O6P
m_000_02914m	sn-glycerol-3-phosphate	C3H9O6P
m_000_02914p	sn-glycerol-3-phosphate	C3H9O6P
m_000_02915c	somatostatin fragment 3-14	C72H98N16O17S2
m_000_02916c	somatostatin	C77H106N18O19S2
m_000_02917c	sorbitol-3-phosphate	C6H15O9P
m_000_02918c	S-palmitoylprotein	C20H36N2O3SR2
m_000_02919c	spermic acid 1	C10H23N3O2
m_000_02920c	spermidine dialdehyde	C7H13NO2
m_000_02920p	spermidine dialdehyde	C7H13NO2
m_000_02920s	spermidine dialdehyde	C7H13NO2
m_000_02921c	spermidine monoaldehyde 1	C7H16N2O
m_000_02921p	spermidine monoaldehyde 1	C7H16N2O
m_000_02921s	spermidine monoaldehyde 1	C7H16N2O
m_000_02922c	spermidine monoaldehyde 2	C7H16N2O
m_000_02922p	spermidine monoaldehyde 2	C7H16N2O
m_000_02922s	spermidine monoaldehyde 2	C7H16N2O
m_000_02923c	spermidine	C7H19N3
m_000_02923p	spermidine	C7H19N3
m_000_02923s	spermidine	C7H19N3
m_000_02924c	spermine dialdehyde	C10H20N2O2
m_000_02924p	spermine dialdehyde	C10H20N2O2
m_000_02924s	spermine dialdehyde	C10H20N2O2
m_000_02925c	spermine monoaldehyde	C10H23N3O
m_000_02925p	spermine monoaldehyde	C10H23N3O
m_000_02925s	spermine monoaldehyde	C10H23N3O
m_000_02926c	spermine	C10H26N4
m_000_02926p	spermine	C10H26N4
m_000_02926s	spermine	C10H26N4
m_000_02927c	sphinganine	C18H39NO2
m_000_02927r	sphinganine	C18H39NO2
m_000_02928c	sphinganine-1-phosphate	C18H40NO5P
m_000_02928r	sphinganine-1-phosphate	C18H40NO5P
m_000_02928s	sphinganine-1-phosphate	C18H40NO5P
m_000_02929c	sphingosine	C18H37NO2
m_000_02929g	sphingosine	C18H37NO2
m_000_02929l	sphingosine	C18H37NO2
m_000_02929r	sphingosine	C18H37NO2
m_000_02929s	sphingosine	C18H37NO2
m_000_02930c	sphingosine-1-phosphate	C18H38NO5P
m_000_02930r	sphingosine-1-phosphate	C18H38NO5P
m_000_02930s	sphingosine-1-phosphate	C18H38NO5P
m_000_02931c	sphingosylphosphorylcholine	C23H49N2O5P
m_000_02931s	sphingosylphosphorylcholine	C23H49N2O5P
m_000_02932c	squalene 2,3-oxide	C30H50O
m_000_02933c	squalene	C30H50
m_000_02934m	S-succinyldihydrolipoamide	C12H21NO4S2
m_000_02935c	STAR	
m_000_02935l	STAR	
m_000_02935m	STAR	
m_000_02936s	starch structure 1	C66H112O56
m_000_02937s	starch structure 2	C18H32O16
m_000_02938c	stearate	C18H36O2
m_000_02938l	stearate	C18H36O2
m_000_02938r	stearate	C18H36O2
m_000_02938s	stearate	C18H36O2
m_000_02939c	stearidonic acid	C18H28O2
m_000_02939l	stearidonic acid	C18H28O2
m_000_02939r	stearidonic acid	C18H28O2
m_000_02939s	stearidonic acid	C18H28O2
m_000_02940c	stearoylcarnitine	C25H49NO4
m_000_02940m	stearoylcarnitine	C25H49NO4
m_000_02940r	stearoylcarnitine	C25H49NO4
m_000_02941c	stearoyl-CoA	C39H70N7O17P3S
m_000_02941m	stearoyl-CoA	C39H70N7O17P3S
m_000_02941p	stearoyl-CoA	C39H70N7O17P3S
m_000_02941r	stearoyl-CoA	C39H70N7O17P3S
m_000_02942m	succinate semialdehyde	C4H6O3
m_000_02943c	succinate	C4H6O4
m_000_02943m	succinate	C4H6O4
m_000_02943p	succinate	C4H6O4
m_000_02943s	succinate	C4H6O4
m_000_02944c	succinyl-CoA	C25H40N7O19P3S
m_000_02944m	succinyl-CoA	C25H40N7O19P3S
m_000_02945s	sucrose	C12H22O11
m_000_02946c	sulfate	H2SO4
m_000_02946l	sulfate	H2SO4
m_000_02946m	sulfate	H2SO4
m_000_02946r	sulfate	H2SO4
m_000_02946s	sulfate	H2SO4
m_000_02947c	sulfatide galactocerebroside	C25H46NO11SR
m_000_02947g	sulfatide galactocerebroside	C25H46NO11SR
m_000_02947l	sulfatide galactocerebroside	C25H46NO11SR
m_000_02948l	sulfatide	C25H46NO11SR
m_000_02949c	sulfite	H2SO3
m_000_02949m	sulfite	H2SO3
m_000_02949s	sulfite	H2SO3
m_000_02950c	sulfochenodeoxycholate	C24H41O7S
m_000_02950s	sulfochenodeoxycholate	C24H41O7S
m_000_02951c	sulfoglycolithocholate	C26H42NO7S
m_000_02951s	sulfoglycolithocholate	C26H42NO7S
m_000_02952c	sulfotaurolithocholate	C26H45NO8S2
m_000_02952s	sulfotaurolithocholate	C26H45NO8S2
m_000_02953c	tachysterol 3	C27H44O
m_000_02954c	TAG epoxide	C2HCl3O
m_000_02955c	tagatose-1,6-bisphosphate	C6H14O12P2
m_000_02956s	TAG-chylomicron pool	C6H5O6R3
m_000_02957s	TAG-extraction	C6H5O6R3
m_000_02958c	TAG-LD pool	C6H5O6R3
m_000_02958l	TAG-LD pool	C6H5O6R3
m_000_02958r	TAG-LD pool	C6H5O6R3
m_000_02959s	TAG-VLDL pool	C6H5O6R3
m_000_02960g	T-antigen	C14H24NO11R
m_000_02961c	taurine	C2H7NO3S
m_000_02961p	taurine	C2H7NO3S
m_000_02961s	taurine	C2H7NO3S
m_000_02962c	taurochenodeoxycholate	C26H45NO6S
m_000_02962p	taurochenodeoxycholate	C26H45NO6S
m_000_02962s	taurochenodeoxycholate	C26H45NO6S
m_000_02963c	taurocholate	C26H45NO7S
m_000_02963p	taurocholate	C26H45NO7S
m_000_02963s	taurocholate	C26H45NO7S
m_000_02964c	taurodeoxycholate	C26H45NO6S
m_000_02964p	taurodeoxycholate	C26H45NO6S
m_000_02965c	taurolithocholate	C26H45NO5S
m_000_02965p	taurolithocholate	C26H45NO5S
m_000_02965s	taurolithocholate	C26H45NO5S
m_000_02966c	tauroursodeoxycholate	C26H45NO6S
m_000_02966s	tauroursodeoxycholate	C26H45NO6S
m_000_02967c	testosterone glucuronide	C25H36O8
m_000_02967r	testosterone glucuronide	C25H36O8
m_000_02967s	testosterone glucuronide	C25H36O8
m_000_02968c	testosterone sulfate	C19H28O5S
m_000_02968s	testosterone sulfate	C19H28O5S
m_000_02969c	testosterone	C19H28O2
m_000_02969r	testosterone	C19H28O2
m_000_02969s	testosterone	C19H28O2
m_000_02970c	tetracosanoylcarnitine	C31H61NO4
m_000_02970r	tetracosanoylcarnitine	C31H61NO4
m_000_02971c	tetracosanoyl-CoA	C45H82N7O17P3S
m_000_02971p	tetracosanoyl-CoA	C45H82N7O17P3S
m_000_02971r	tetracosanoyl-CoA	C45H82N7O17P3S
m_000_02972c	tetradecanoyl-[ACP]	C14H27OSR
m_000_02973c	tetradecanoylcarnitine	C21H41NO4
m_000_02973m	tetradecanoylcarnitine	C21H41NO4
m_000_02973r	tetradecanoylcarnitine	C21H41NO4
m_000_02974c	tetradecenoylcarnitine(5)	C21H39NO4
m_000_02974m	tetradecenoylcarnitine(5)	C21H39NO4
m_000_02974r	tetradecenoylcarnitine(5)	C21H39NO4
m_000_02975c	tetradecenoylcarnitine(7)	C21H39NO4
m_000_02975m	tetradecenoylcarnitine(7)	C21H39NO4
m_000_02975r	tetradecenoylcarnitine(7)	C21H39NO4
m_000_02976c	tetradecenoylcarnitine(9)	C21H39NO4
m_000_02976m	tetradecenoylcarnitine(9)	C21H39NO4
m_000_02976r	tetradecenoylcarnitine(9)	C21H39NO4
m_000_02977c	tetraHCA	C27H48O4
m_000_02977m	tetraHCA	C27H48O4
m_000_02978c	tetrahydrobiopterin	C9H15N5O3
m_000_02978n	tetrahydrobiopterin	C9H15N5O3
m_000_02979c	tetrahydropteroyltri-L-glutamate	C29H37N9O12
m_000_02980c	THF	C19H23N7O6
m_000_02980l	THF	C19H23N7O6
m_000_02980m	THF	C19H23N7O6
m_000_02980s	THF	C19H23N7O6
m_000_02981c	THF-hexaglutamate	C49H75N13O29
m_000_02982c	thiamin	C12H17N4OS
m_000_02982s	thiamin	C12H17N4OS
m_000_02983c	thiamin-P	C12H18N4O4PS
m_000_02983m	thiamin-P	C12H18N4O4PS
m_000_02983s	thiamin-P	C12H18N4O4PS
m_000_02984c	thiamin-PP	C12H19N4O7P2S
m_000_02984m	thiamin-PP	C12H19N4O7P2S
m_000_02985c	thiamin-PPP	C12H20N4O10P3S
m_000_02985s	thiamin-PPP	C12H20N4O10P3S
m_000_02986c	thiocyanate	CHNS
m_000_02986m	thiocyanate	CHNS
m_000_02986s	thiocyanate	CHNS
m_000_02987c	thiocysteine	C3H7NO2S2
m_000_02988c	thiol	HSR
m_000_02989c	thiopurine	C5H4N4S
