name	synonyms
9'-hydroxy-aurachin D	
15-demethoxy-aclacinomycin A	
HCl	"hydrochloric acid; hydrogen chloride; "
Zn<SUP>2+</SUP>	"zinc ion; Zn(II); Zn<SUP>++</SUP>; Zn<SUP>+2</SUP>; Zinc; Zn; "
malonyl-CoA	"malonyl coenzyme A; "
skatole	"methyl-3-indole; "
cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	
carbidopa	"<i>N</i>-aminomethyldopa; alpha-methyldopahydrazine; "
D-ribulose 5-phosphate	"D-ribulose-5-P; ribulose-5P; ribulose-5-P; "
"dTDP-3-amino-4-dehydro-2,3,6-trideoxy-&alpha;-D-glucose"	
1,7-dihydroxy-6,8-dimethoxy-2-methylanthraquinone	
(20<i>R</i>,22<i>R</i>)-dihydroxycholesterol	"20-a-22-b-dihydroxycholesterol; "
hederagenin-3-O-glucoside	"3-Glc-hederagenin; "
2,4-diamino-6-ethyl-5,3'-(2-cyclohexylphenoxy)prop-1'-yloxypyrimidine	
"3-dehydro-&alpha;-D-glucose"	"3-dehydro-&alpha;-glucose; 3-keto-&alpha;-D-glucose; "
(9Z,12E)-octadecadienoate	"<i>trans</i>-&Delta;12 linoleate; (9Z,12E)-octadeca-9,12-dienoate; <i>trans</i>-&Delta;12 linoleic acid; 18:2&Delta;9<i>cis</i>,12<i>trans</i>; "
oxacillin	"Resistopen; Oxabel; Bristopen; Micropenin; Prostaphlin; Staphcillin V; Stapenor; "
x-dara-PEN-1:4	"Ara; "
(2R,3R,6S)-3-fluoro-2,6-diaminopimelate	
"&beta;-thiogardideazafolate"	"N<sup>10 </sup>-[5-'phosphoribosyl-1'-&beta;-aminocarbonylmethyl-1-thioacetyl]-5,8-dideazafolate; &beta;-TGDDF; "
kauralexin A3	"<i>ent</i>-kaur-19-al-17-oic acid; <i>ent</i>-kaur-19-al-17-oate; "
"&alpha;-D-glucosyl-(1->3)-L-rhamnose"	"3-<i>O</i>-&alpha;-D-glucopyranosyl-L-rhamnopyranose; "
torvoside H	
(7Z,10Z,13Z)-hexadeca-7,10,13-trienoate	"(7Z,10Z,13Z)-hexadecatrienoate; hexadeca 7,10,13-trienoic acid; (7Z,10Z,13Z)-hexadecatrienoic acid; (16:3&Delta;(7,10,13)); "
"L-<i>N<sup>&delta;</sup></i>-acetylornithine"	"L-<i>N<sup>5</sup></i>-acetylornithine; <i>N<sup>&delta;</sup></i>-acetyl-L-ornithine; L-<i>N</i>-&delta;-acetylornithine; "
codeinone	
24-methylenecycloartanol	"24(28)-methylenecycloartanol; "
umbelliferone	"skimmetin; hydrangin; 7-oxycoumarin; 7-hydroxycoumarin; "
diprenylphlorisovalerophenone	"deoxyhumulone; "
2-deoxy-2-amino glucitol-6-phosphate	"2-amino-2-deoxy-D-glucitol 6-phosphate; 2-amino-2-deoxy-6-O-phosphono-D-glucitol; 2-deoxy-2-amino-D-glucitol 6-phosphate; 2-amino-2-deoxy-glucitol 6-phosphate; 2-amino-2-deoxyglucitol 6-phosphate; "
hexahydroindanone-coA	
acetaminophen	"Datril; paracetamol; <i>N</i>-acetyl-<i>p</i>-aminophenol; <i>N</i>-acetyl-<i>para</i>-aminophenol; <i>N</i>-acetyl-4-aminophenol; Tylenol; "
1-20:0-2-18:3-digalactosyldiacylglycerol	"1-icosanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol; 1-eicosanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol; 20:0-18:3-DGDG; "
2-hydroxy-4-[(1E)-3-oxoprop-1-en-1-yl]-2H-pyran-6-carboxylate	
"6-O-trans-methoxy-mycolyl-&beta;-D-mannopyranosyl-1-phosphoheptaprenol"	
ricinoleate	"ricinoleic acid; (9Z,12R)-12-hydroxyoctadec-9-enoic acid; (9Z,12R)-12-hydroxyoctadec-9-enoate; 12-hydroxy-9-octadecenoic acid; castor oil acid; (cis,R)-12-hydroxyoctadec-9-enoic acid; 12-hydroxy-cis-9-octadecenoic acid; ricinic acid; 12-hydroxyoleic acid; ricinolic acid; (9Z,12R)-12-hydroxyoctadecenoate; "
"cyanidin 3-<i>O</i>-&beta;-<i>D</i>-caffeoylglucoside"	"cyanidin 3-<i>O</i>-[6""-<i>O</i>-(caffeoyl)] glucoside; "
mannonic amide	"D-Mannonic amide; D-Mannonamide; "
"&alpha;-D-ribose 5-phosphate"	"&alpha;-D-ribofuranose 5-phosphate; "
(11<i>R</i>)-dihydroartemisinic aldehyde	"dihydroartemisinic aldehyde; "
1-fluoro-2,4-dinitrobenzene	"FDNB; "
iodonitrotetrazolium	
baccharis oxide	
"&beta;-D-fructopyranose 1-phosphate"	
<i>S</i>-methyl-5'-thioadenosine	"methylthioadenosine; <i>S</i>-methyl-adenosine; 5'-methylthioadenosine; MTA; <i>S</i>-methyl-5'-thioadenosine; "
Kdo<sub>2</sub>-lipid IV<sub>A</sub> with palmitoleoyl	
3-sulfinopyruvate	"&beta;-sulfinylpyruvate; 3-sulfinyl-pyruvate; 3-sulphinyl-pyruvate; "
"UDP-<i>N</i>-acetyl-&alpha;-D-muramate"	"UDP-<i>N</i>-acetylmuramoyl; UDP-MurNAc; UDP-<i>N</i>-acetyl-D-muramate; UDP-<i>N</i>-acetylmuramic acid; uridine diphosphate <i>N</i>-acetylmuramic acid; "
thiosulfinate	"1-hydroxy-1,2-di[(1E)-1-propen-1-yl]disulfanium; "
(7Z)-hexadec-7-enoate	"(7Z)-hexadecenoic acid; (7Z)-hexadecenoate; cis-7-hexadecenoic acid; "
<i>S</i>-sulfanylglutathione	"GSSH; glutathione persulfide; glutathione-sulfide; "
glycochenodeoxycholate	"glycochenodeoxycholic acid; "
"8-hydroxy-(+)-&delta;-cadinene"	
conhydrinone	
3,4-dihydroxybutanoate	"butanoic acid; 2-deoxytetronic acid; "
monopotassium phosphate	"monobasic potassium phosphate; KH<sub>2</sub>PO<sub>4</sub>; potassium dihydrogen phosphate; MKP; KDP; "
<i>N</i>-methyl-<i>N</i>-carbamoyl-D-alanine	"methyl-carbamoyl-D-alanine; "
triacontane	"n-triacontane; "
cycasin	
"<i>N</i>-acetyl-D-galactosaminyl-&alpha;-(1&rarr;4)-<i>N</i>-acetyl-D-galactosaminyl-&alpha;-(1&rarr;3)-<i>N</i>,<i>N</i>'-diacetyl-&alpha;-D-bacillosaminyl-diphospho-<i>tritrans,heptacis</i>-undecaprenol"	"GalNAc-&alpha;-(1&rarr;4)-GalNAc-&alpha;-(1&rarr;3)-diNAcBac-PP-<i>tritrans,heptacis</i>-undecaprenol; (<i>N</i>-acetylgalactosaminyl)<sub>2</sub>-<i>N,N'</i>-diacetylbacillosaminyl-diphospho-<i>tri-trans,hepta-cis</i>-undecaprenol; "
"&beta;-D-ribofuranose"	
"1-(4-hydroxy-2-methylpyrimid-5-ylmethyl)-3-(&beta;-hydroxyethyl)-2-methylpyridinium bromide"	
L-homocysteate	"L-homocysteic acid; homocysteate; L-2-amino-4-sulfobutyric acid; "
<i>cis</i>-zeatin-<i>O</i>-glucoside	"O-&beta;-D-glucosyl-cis-zeatin; "
"delphinidin-3-<i>O</i>-&beta;-D-glucoside"	"delfinidin-3-O-glucoside; "
2-hydroxydeoxyadenosine	"2-deoxyisoguanosine; "
pheophorbide <i>a</i>	"pheide <i>a</i>; "
20-deoxo-20-dihydro-12,13-deepoxyrosamicin	
UDP-<i>N</i>-acetylbacillosamine	"UDP-4-amino-4,6-dideoxy-&alpha;-D-N-acetyl-D-glucosamine; UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose; N-[5-amino-2-[[[5-[(2,4-dioxo-1H-pyrimidin-1-yl)]-3,4-dihydroxy- tetrahydrofuran-2-yl]methoxy-hydroxy-phosphinoyl]oxy-hydroxy- phosphinoyl]oxy-4-hydroxy-6-methyl-tetrahydropyran-3-yl]acetamide; "
"&alpha;-D-altrose"	"&alpha;-D-altropyranose; "
3-dehydrosphinganine	"KDHS; 3-dehydrosphinganine (C18); 3-dehydro-D-sphinganine; 3-ketodihydrosphingosine; "
"2-isocapryloyl-3<i>R</i>-hydroxymethyl-&gamma;-butyrolactone"	"A-Factor; A-Factor (streptomyces); A-Factor (lactone); "
glutarate semialdehyde	"5-oxopentanoate; "
cyclic-GMP	"guanosine-cyclic-phosphoric-acid; guanosine 3',5'-cyclic-monophosphate; cyclic 3',5'-guanosine monophosphate; cGMP; guanosine 3',5'-cyclic phosphate; guanosine cyclic-monophosphate; 3',5'-cyclic GMP; "
deacetylcolchicine	"Trimethylcolchicinic acid methyl ether; "
ubiquinol-<i>9</i>	"ubiquinol(9); "
4-carboxybenzaldehyde	
aspirin triggered resolvin D2	"7S,16R,17R-trihydroxy-4Z,8E,10Z,12E,14E,19Z-docosahexaenoate; "
	"CH3; "
2-hydroxypyridine	
D-phenylglycine	
2-O-caffeoylglucarate	
loganate	"loganic acid; "
1-18:2-2-18:2-monogalactosyldiacylglycerol	"18:2-18:2-MGDG; 1,2-(9Z,12Z-octadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol; "
"&beta;-D-glucuronate"	"&beta;-D-glucuronic acid; &beta;-D-glucopyranuronic acid; "
amino-imidazole	
"&beta;-L-rhamnopyranose"	
D-galactonate	"galactonate; "
phosphoramidate	"phosphoramide; amidophosphoric acid; phosphoramidic acid; "
"&beta;-D-glucuronate-(1,3)-&beta;-D-glucuronate-(1,3)-hexose-(C55 &omega;-saturated dolichyl phosphate)"	
tropate	
apiforol	"leucoapigeninidin; "
C70 dolichol phosphate	"dolichol-14 phosphate; "
(heptosyl)<sub>2</sub>-Kdo<sub>2</sub>-lipid A	"heptosyl-heptosyl-Kdo<sub>2</sub>-lipidA; heptosyl<sub>2</sub>-Kdo<sub>2</sub>-lipid A; "
triiodothyroacetate ether glucuronide	"triiodothyroacetic acid ether glucuronide; "
andilesin C	
CDP-1-cis-vaccenoyl-2-palmitoleoylglycerol	
2-(<i>R</i>)-hydroxypropyl-CoM	
dotriacontanyl docosanoate	
1-methylxanthine	"Purine analog; methylxanthine; "
"&alpha;-humulene"	"2,6,6,9-tetramethyl-1,4,8-cycloundecatriene; 2,6,6,9-tetramethyl-cycloundeca-1,4,8-triene; humulene; "
4-methylpentanal	"isohexanal; isocaproaldehyde; "
<i>N</i>-succinyl-2-amino-6-ketopimelate	"N-Succinyl-2-L-amino-6-oxoheptanedioate; succinyl-&epsilon;-keto-&alpha;-aminopimelate; <i>N</i>-succinyl-L-2-amino-6-oxoheptanedioate; "
triethanolamine	
"&alpha;-ketoglutaryl-diaminobutyryl-citryl-ethanolamine"	
elaidoyl-CoA	"<i>trans</i>-octadec-9-enoyl-CoA; 18:1 <i>trans</i>-9; (9E)-octadec-9-enoyl-CoA; "
triferuloyl spermidine	"N<sup>1</sup>,N<sup>5</sup>,N<sup>10</sup>-triferuloyl spermidine; "
guanidine	"aminomethanamidine; iminourea; "
L-histidine hydroxamate	
L-cysteate	"(2R)-2-amino-3-sulfopropanoic acid; (<i>R</i>)-cysteate; 3-sulfo-L-alanine; 3-sulfoalanine; 2-amino-3-sulfopropionic acid; L-cysteic acid; "
cucurbitadienol	
13-deoxycarminomycin	
rishitin	
a <i>holo</i> malonate-decarboxylase	"<i>holo</i> malonate-decarboxylase; "
azithromycin	
4,21-dehydrogeissoschizine	
chelerythrine	"toddalin; helleritrine hydroxide; "
CMP	"cytidine 5'-monophosphate; cytidine-phosphate; cytidylate; cytidine-P; cytidylic acid; cytidine-monophosphate; 5'-cytidylic acid; C; cytidine 5'-phosphate; "
(S)-n-methylcanadine	
androsterone	"3&alpha;-hydroxy-5&alpha;-androstan-17-one; "
3-phenylchromen-4-one	"3-phenyl-1,4-benzopyrone; "
isolinoleate	"6,9-linoleic acid; (6Z,9Z)-octadecadi-6,9-enoate; (6Z,9Z)-octadecadienoic acid; octadeca-6,9-dienoic acid; 6,9-linoleate; (6Z,9Z)-octadecadienoate; isolinoleic acid; octadeca-6,9-dienoate; "
ceramide B' (C24)	"ceramide-2' (sphinganine:N-C24:2OH); <i>N</i>-(2-hydroxytetracosanyl)-dihydrosphingosine; ceramide-2' (C24); <i>N</i>-(2-hydroxytetracosanoyl)sphinganine; cer2'_24; "
11-<i>cis</i>-retinal	"11-<i>cis</i>-retinene; <i>cis</i>-retinal; 11-<i>cis</i>-vitamin A aldehyde; "
4-methylbenzyl alcohol	"&alpha;-Hydroxy-<i>p</i>-xylene; 4-tolylcarbinol; <i>p</i>-methylbenzyl alcohol; 4-methyl-benzenemethanol; <i>p</i>-tolylcarbinol; 4-(hydroxymethyl)toluene; p-tolyl alcohol; "
6-aminohexanoate linear dimer	"<i>N</i>-(6-aminohexanoyl)-6-aminohexanoate; "
prostaglandin C1	"(13E)-(15S)-15-hydroxy-9-oxoprosta-11,13-dienoate; "
O-[5-(hydroxynitroso)-3-(oxidonitroso)-2-oxocyclohexylidenenitroso]oxidanidolate	"2,4,6-trinitrophenol dihydride-Meisenheimer complex, <i>aci</i>-nitro form; "
"(S)-&beta;-methylindolepyruvate"	"(S)-&beta;-methylindole-3-pyruvate; "
3-<i>sn</i>-phosphatidyl-1'-(3'-acyl)-glycerol (n-C18:0)	"acyl phosphatidylglycerol (n-C18:0); "
1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-[procollagen]	
3-hydroxypropyl-glucosinolate	
L-alanine	"L-&alpha;-alanine; alanine; ala; "
(R)-prunasin	
"&beta;-D-Man-4,6-pyruvate"	
1,6-kestotetraose	"bifurcose; "
"(24R)-cholest-5-ene-3&beta;,7&alpha;,24-triol"	"(24R)-cholest-5-ene-3-beta,7-alpha,24-triol; "
1-16:0-2-18:1-digalactosyldiacylglycerol	"16:0-18:1-DGDG; 1-hexadecanoyl-2-(9Z-octadecenoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol; "
"cyanidin 3-<i>O</i>-[2""-<i>O</i>-(xylosyl)-6""-<i>O</i>-(p-coumaroyl) glucoside] 5-<i>O</i>-malonylglucoside"	"arabidopsis anthocyanin A5; "
"L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine"	"L-Ala-g-D-Glu-L-Lys-D-Ala-D-Ala); peptidoglycan pentapeptide; "
enalapril	"Enalaprilum; Kinfil; Enalaprila; Renitek; Bonuten; "
"(+)-<i>epi</i>-&alpha;-bisabolol"	
menadione	"2-methyl-1,4-naphthalenedione; 2-methyl-1,4-naphthoquinone; vitamin K<sub>3</sub>; 2-methylnaphthoquinone; "
levopimaradienal	
(3<i>R</i>)-3-hydroxy-D-aspartate	"D-<i>threo</i>-&beta;-hydroxyaspartate; D-<i>threo</i>-3-hydroxyaspartate; <i>threo</i>-&beta;-hydroxy-D-aspartate; <i>threo</i>-3-hydroxy-D-aspartate; "
C90 dolichol diphosphate	"dolichol-18 diphosphate; "
"12&alpha;,13&alpha;-dihydroxyfumitremorgin C"	"lanosulin; "
nicotine-glucuronide	
"&beta;-D-gulose"	"&beta;-D-gulopyranose; "
1,6,6-trimethyl-2,7-dioxobicyclo-(3,2,2)nonan-3-one	"1,6,6-trimethyl-2,7-dioxabicyclo(3,2,2)nonan-3-one; "
(2S)-flavanone	
5-amino-4-chloro-2-(2-hydroxymuconoyl)-3(2H)-pyridazinone	
benzyl (2r,3s)-2-methyl-3-hydroxybutanoate	"3-hydroxy-2-methyl-butanoic acid benzyl ester; "
"4&alpha;-carboxy-5&alpha;-cholesta-8-en-3&beta;-ol"	
3,7,3'-trimethylquercetagetin	"3, 7, 3'-O-trimethylquercetagetin; chrysosplenol C; "
L,L-di-<i>myo</i>-inositol 1,3'-phosphate	"bis(1L-<i>myo</i>-inositol) 1,3'-phosphate; DIP; di-<i>myo</i>-inositol phosphate; "
vanillyl mandelate	"3-methoxy-4-hydroxymandelate; vanillylmandelic acid; 4-hydroxy-3-methoxymandelate; "
avermectin B<sub>1a</sub>	
glutinol	"3&beta;-hydroxy-5-glutinene; glut-5-en-3&beta;-ol; "
psicofuranine	"angustmycin C; 9-D-psicofuranosyl-6-aminopurine; "
dihydrogeranylgeranyl-bacteriopheophytin	
dimeric rubrofusarin	
pppGp	"guanosine 5'-triphosphate,3'-monophosphate; guanosine 3'-monophosphate 5'-triphosphate; "
<i>N</i>-demethyllincomycin	
(3R)-3-isopropenyl-6-oxoheptanoate	
9-heptacosene-2-one	
"9-[6(RS)-C-carboxamido-5,6,7-trideoxy-&beta;-D-ribo-octofuranosyl]-9H-purin-6-amine"	
dehydrospermidine	
dimethylsulfonioacetate	"carboxymethyl-dimethyl-sulfonium; "
As(OH)<sub>3</sub>	"arsenous acid; TRIHYDROXYARSENITE(III); H3AsO3; "
gibberellin A<sub>4</sub>	"GA4; GA<sub>4</sub>; "
(4E,8Z)-sphingadienine-18:0, ceramide	"trans-4-cis-8-sphingadienine-18:0; (4E,8Z)-sphingadienine-octadecanoate; 4,8-sphingadienine-18:0, ceramide; (4E,8Z)-sphingadienine-stearic acid; octadecanoyl-(4E,8Z)-sphingadienine; N-octadecanoyl-sphinga-4,8-dienine; sphinga-(4E,8Z)-dienine-18:0; N-octadecanoyl-4,8-sphingadienine; (4E,8Z)-sphingadienine-octadecanoic acid; "
digitonin	"digitin; "
D-methionine	"D-2-amino-4-(methylthio)butyric acid; "
nitrapyrin	"&alpha;,&alpha;,&alpha;,6-tetrachloro-2-picoline; 2-chloro-6-(trichloromethyl)pyridine; Dowco-163; N-serve; N-serve nitrogen stabilizer; "
dhurrin	"<I>p</I>-hydroxy-<I>S</I>-mandelonitrile-&beta;-D-glucopyranoside; (S)-4-hydroxymandelonitrile-&beta;-D-glucoside; &beta;-D-glucopyranosyloxy-(<I>S</I>)-<I>p</I>-hydroxymandelonitrile; "
isocarboxazid	"Marplan; Marplon; Enerzer; "
7-carboxy-K252c	
menaquinone-<i>7</i>	"MK-7; menaquinone(7); "
27-<i>O</i>-demethyl-25-<i>O</i>-desacetyl-rifamycin S	"demethyl-desacetyl-rifamycin S; "
DNA with lesion	
demethyl-phosphinothricin	"demethylphosphinothricin; "
carbon monoxide	"carbon monooxide; CO; "
5-diazo-4-oxo-norvaline	
isopimaradienol	"isopimara-7,15-dienol; "
"&beta;-D-glucosyl-(1&rarr;4)-<i>N</i>-acetyl-&alpha;-D-glucosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol"	
tetradecyl docosanoate	
gibberellin A<sub>3</sub>	"GA<sub>3</sub>; gibberellic acid; gibberellin; "
2-methoxy-6-<i>all trans</i>-octaprenyl-2-methoxy-1,4-benzoquinol	"2-octaprenyl-6-methoxy-benzene-1,4-diol; 2-octaprenyl-6-methoxyhydroquinone; 2-octaprenyl-6-methoxyquinol; "
"2-deoxy-&alpha;-D-ribose 1-phosphate"	"2-deoxy-D-ribose-1-phosphate; deoxy-D-ribose 1-phosphate; "
5-chloro-5-deoxy-D-ribose	
"6-(&alpha;-D-glucosaminyl)-1D-myo-inositol"	
limonoate	
1-palmitoyl-<i>sn</i>-glycerol	"2,3-dihydroxypropyl palmitate; glycerol 1-monohexadecanoate; 2,3-dihydroxypropyl hexadecanoate; 1-monohexadecanoylglycerol; &alpha;-monopalmitin; hexadecanoic acid, 2,3-bishydroxy propyl ester; 1-hexadecanoyl-sn-glycerol; palmitic acid &alpha;-monoglyceride; 1-monopalmitin; glycerol palmitate; glyceryl monopalmitate; "
6-<i>O</i>-galloylglucose	
3,6-dichloro-4-methylcatechol	
notoamide D	
pyrazole	"1,2-diazole; "
torvoside M	
"cyanidin 3-<i>O</i>-[6-<i>O</i>-(4-<i>O</i>-&beta;-D-glucosyl-<i>p</i>-coumaroyl)-2-<i>O</i>-(&beta;-D-xylosyl)-&beta;-D-glucosyl]-5-<i>O</i>-(6-<i>O</i>-malonyl-&beta;-D-glucoside)"	
2-nitropropane	"sec-nitropropane; isonitropropane; nitroisopropane; dimethylnitromethane; propane, 2-nitro-; beta-nitropropane; isonitro propane; "
4-aminobutanoyl-coA	
sapienoyl-CoA	"&Delta;6-hexadecenoyl-CoA; 16:1, n-10, cis-6 hexadecenoyl-CoA; (6Z)-hexadecenoyl-CoA; (6Z)-hexadec-6-enoyl-CoA; "
1,4-bis-{[N-(1-imino-1-guanidino-methyl)]sulfanylmethyl}-3,6-dimethyl-benzene	
18-oxo-oleoyl-CoA	"18-oxo-9Z-octadec-9-enoyl-CoA; 18-oxo-octadec-9-enoyl-CoA; "
nostoxanthin	"(2R,3R,2'R,3'R)-&beta;,&beta;-carotene-2,3,2',3'-tetrol; "
(4<i>S</i>)-limonene	"(-)-(<i>S</i>)-limonene; (-)-limonene; L-limonene; (-)-(4<i>S</i>)-limonene; "
1-methylthio-ribulose 5-phosphate	
4-hydroxy-2-nonenal-glutathione conjugate	
ampicillin	"6-(D-(2-Amino-2-phenylacetamido))-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid; ampicillin Acid; anhydrous ampicillin; ampicillin Anhydrous; aminobenzylpenicillin; D-(-)-Ampicillin; D-(-)-6-(alpha-Aminophenylacetamido)penicillanic acid; "
lavandulyl diphosphate	
chlordecone alcohol	
patulitrin	"2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-6-methoxy-4-oxo-4H-chromen-7-yl &beta;-<i>D</i>-glucopyranoside; 2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-6-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one; "
"&alpha;-D-glucopyranose"	"&alpha;-glucose; &alpha;-D-glucose; "
5-chlorobenzoate-<i>cis</i>-3,4-diol	"(3S,4S)-5-chloro-3,4-dihydroxycyclohexa-1,5-diene-1-carboxylate; "
"5-&alpha;-androstan-3&alpha;,17&beta;-diol"	"3&alpha;-androstanediol; "
2,3-dihydroquercetagetin	
3-chloro-<i>cis</i>,<i>cis</i>-muconate	"(2E,4Z)-3-chlorohexa-2,4-dienedioate; "
<i>N</i>-(hydroxymethyl)urea	
ergosterol	"provitamin D2; "
genistin 7-gentiobioside	"genistin 7-<i>O</i>-gentiobioside; genistein 7-<i>O</i>-gentiobioside; "
"delphinidin 3-<i>O</i>-(6""-<i>O</i>-malyl-&beta;-<i>D</i>-glucoside)"	
chlorophyll d	
mithramycin SDK	
(2E, 11Z,14Z)-icosa-2,11,14-trienoyl-CoA	
Cu<SUP>+</SUP>	"cuprous copper; cuprous ion; Cu(I); "
"&gamma;-butyrobetainyl-CoA"	"&gamma;-butyrobetaine-CoA; 4-trimethylaminobutanoayl-CoA; "
(-)-dehydrodiconiferyl acid carboxylate	"DCA-CC; "
(24R,24<sup>1</sup>R)-fucosterol epoxide	"(3&beta;,24R,28R)-24,28-epoxystigmast-5-en-3-ol; "
2-methyl-6-phytyl-1,4-benzoquinol	
18-hydroxystearate	"18-hydroxyoctadecanoate; 18-hydroxyoctadecanoic acid; 18-hydroxystearic acid; "
validone	
(2R,3S,6S)-2,6-diamino-3-hydroxy-diaminopimelate	
leukotriene B<sub>4</sub>	"(6z,8e,10e,14z)-(5s,12r)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate; "
ethyl-(2R)-methyl-(3S)-hydroxybutanoate	
2-chlorophenol	
5-hydroxy-pseudobaptigenin	
trans,trans-2,4-decadienoyl-CoA	"trans-&Delta;<sup>2</sup>, trans-&Delta;<sup>4</sup>-decadienoyl-CoA; "
ethyl iodide	"iodoethane; "
2-propylphenol	"1-hydroxy-2-n-propylbenzene; 2-n-propylphenol; 1-(2-hydroxyphenyl)propane; <i>o</i>-propylphenol; "
dioxindole-3-acetyl-3-O-beta-glucose	"3-(-O-beta-glucosyl)-dioxindole-3-acetic acid; 3-(-O-beta-glucosyl)-dioxindole-3-acetate; Oxindole-3-acetyl-3-O-beta-glucose; "
methyl-<i>p</i>-hydroquinone	
dihydroconiferyl aldehyde	
3-keto-5-cis-tetradecenoyl-CoA	
3-hydroxy-2-methyl-1H-quinolin-4-one	
"kaempferol 3-<i>O</i>-[6-(4-coumaroyl)-&beta;-<i>D</i>-glucosyl-(1->2)-glucosyl-(1->2)-&beta;-<i>D</i>-glucoside"	
heliocide H4	
potassium sulfate	"K<sub>2</sub>SO<sub>4</sub>; "
16-oxo-palmitoyl-CoA	"16-oxo-hexadecanoyl-CoA; "
naphthalenesulfonate	
(3-methylphenyl)itaconyl-CoA	"3-methylphenylitaconyl-CoA; "
4,4'-diaponeurosporenoate	"4,4'-diaponeurosporenoic acid; "
resolvin E1	"5S,12R,18R-trihydroxy-6Z,8E,10E,14Z,16E-eicosapentaenoate; "
5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonate	"di-<i>N</i>-acetyl-8-epilegionaminic acid; <i>N,</i> <i>N</i>'-diacetyl-8-epilegionaminic acid; <i>N,</i> <i>N</i>'-diacetyl-8-epilegionaminate; 5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid; 8eLeg5Ac7Ac; diacetamido-8-epilegionaminic acid; diacetamido-8-epilegionaminate; "
<i>N</i>-acetylglutaminylglutamine	"NAGG; "
ethyl-3-oxohexanoate	
2-chloro-6-nitrotoluene	
"6-deoxy-&beta;-L-talose"	"L-pneumose; "
8-hydroxydeoxyguanosine 5'-triphosphate	
DL-1,3-diaminopropan-2-ol	
3-epi-6-deoxocathasterone	
3,4-dihydroxyphenylglycolaldehyde	"3,4-dihydroxymandelic aldehyde; DHMAL; benzeneacetaldehyde, alpha,3,4-trihydroxy-; DOPEGAL; DHPGALD; 3,4-dihydroxymandelaldehyde; "
xylostasin	
3,7-dimethylmyricetin	"myricetin 3,7-dimethyl ether; "
orcein	"pacein; "
lauroyl-CoA	"lauroyl coenzyme A; dodecanoyl-CoA (n-C12:0CoA); dodecanoyl-CoA; "
indole-3-acetyl-glutamine	"N&alpha;-(indol-3-ylacetyl)-glutamine; IAA-Gln; indole-3-acetyl-Gln; "
"7-O-&beta;-D-glucosyl-7-hydroxyflavone"	
22-hydroxydocosanoate	"phellonic acid; 16-hydroxy docosanoate; omega-hydroxy behenate; phellonate; omega-hydroxy docosanoate; 22-hydroxydocosanoic acid; 22-hydroxybehenate; omega-hydroxy behenic acid; &omega;-hydroxydocosanoate; "
"delphinidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside 3-<i>O</i>-&beta;-<i>D</i>-sambubioside"	"delphinidin 3-sambubioside 5-glucoside; "
(R)-acetoin	"levorotatory acetoin; (-)-acetoin; (R)-2-acetoin; (R)-dimethylketol; (R)-acetylmethylcarbinol; (R)-3-hydroxy-2-butanone; (R)-3-hydroxybutan-2-one; D-(-)-acetoin; (3R)-3-hydroxybutan-2-one; "
<i>aldehydo</i>-D-galactose 6-phosphate	
"&beta;-D-fructofuranose 1-phosphate"	"&beta;-D-fructofuranose-1-P; "
5-iodo-dCTP	"5-iodo-2'-deoxycytidine-5'-triphosphate; 5-iododeoxycytidine triphosphate; 5-iododeoxycytidine-5'-triphosphate; "
glandicoline A	
<i>N</i>-acetyl-D-glucosaminyl-<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysine	
ferriheme <i>o</i>	
1,2-di<i>-O-</i>octylglycerol	"diC<sub>8</sub> ether; "
"&beta;-lactose 6'-phosphate"	
"fusicocca-2,10(14)-diene-8&beta;-ol"	
all-<i>trans</i>-decaprenyl diphosphate	
<i>S</i>-formylmycothiol	"MSCH2OH; "
(-)-2-carene	"(-)-&Delta;2-carene; "
6,6'-dithiodinicotinate	
uracil glycol	
